"gene","logFC","t_stat","pval","padj"
"ENSG00000114698.15",0.444192157295008,4.40371467891325,1.44152029617469e-05,0.004877212857489
"ENSG00000134333.14",0.317755227581781,4.4086751736336,1.45676675107892e-05,0.004877212857489
"ENSG00000137198.10",-0.434524790662038,-4.40790990871479,1.42877937804316e-05,0.004877212857489
"ENSG00000157782.9",0.640888891730822,4.41045389688312,1.37326711919743e-05,0.004877212857489
"ENSG00000162692.12",0.679307964102444,4.42022508826165,1.36634090508928e-05,0.004877212857489
"ENSG00000167772.12",0.813496928231075,4.41895328370006,1.40092096269352e-05,0.004877212857489
"ENSG00000173898.14",-0.808952061767622,-4.40731973114536,1.40129410270627e-05,0.004877212857489
"ENSG00000183578.8",-0.50681238658254,-4.41120029043541,1.45553886999426e-05,0.004877212857489
"ENSG00000214145.7",0.67194320025664,4.4358149930322,1.24260107139402e-05,0.004877212857489
"ENSG00000286733.1",0.759817818380919,4.41371015686594,1.37786670942563e-05,0.004877212857489
"ENSG00000050767.17",0.808168004081574,4.40387589908298,1.48284511198395e-05,0.00489360070456302
"ENSG00000179542.16",0.632941747898474,4.37975295081699,1.57740985491831e-05,0.00506953262665011
"ENSG00000181061.14",-0.374892460467826,-4.38507056393591,1.58004566520414e-05,0.00506953262665011
"ENSG00000223572.10",-0.323871003545351,-4.3861805477892,1.66841299509664e-05,0.00520837954050372
"ENSG00000259153.2",-0.184997291064717,-4.3848910646504,1.6638232794255e-05,0.00520837954050372
"ENSG00000154269.15",0.88147778096087,4.37951136437613,1.7089723534352e-05,0.0052498984360196
"ENSG00000167106.12",-0.38011667958859,-4.35724339535067,1.73708824044908e-05,0.0052498984360196
"ENSG00000226953.8",-0.235198247635114,-4.39792995112471,1.74989039250902e-05,0.0052498984360196
"ENSG00000165507.9",0.481994199436892,4.3506674700907,1.79146720170779e-05,0.00530572869572457
"ENSG00000164342.13",0.495183648491255,4.35253982277949,1.84998799713138e-05,0.00540969274958634
"ENSG00000095777.17",0.515704329780103,4.34115484912876,1.90434672434755e-05,0.00545382590879235
"ENSG00000143248.13",0.693649103341741,4.33384219082861,1.935906343972e-05,0.00545382590879235
"ENSG00000163812.15",-0.266968754784795,-4.34482391674676,1.91799004373568e-05,0.00545382590879235
"ENSG00000162415.7",0.480797828494892,4.32800823244615,1.96627805242962e-05,0.00547264931194899
"ENSG00000184207.9",-0.261073954289291,-4.3208377619865,2.03354969358725e-05,0.00556853738358884
"ENSG00000185133.14",-0.559195192511903,-4.34277381722584,2.04894020867084e-05,0.00556853738358884
"ENSG00000204934.10",-0.291253941799397,-4.32383764419793,2.08235455326929e-05,0.00559354331803183
"ENSG00000187672.14",-0.225171385320426,-4.31877643535881,2.11663445978464e-05,0.00562027271902125
"ENSG00000287642.1",-0.120884603994078,-4.32876563211623,2.1539804200879e-05,0.00565444337323303
"ENSG00000135245.10",0.638482387677054,4.27983586436609,2.44592641999551e-05,0.00607936512674064
"ENSG00000136235.17",-0.709992864756495,-4.27727867113052,2.44743066008779e-05,0.00607936512674064
"ENSG00000196968.11",0.305649416959315,4.2906007530845,2.40289602664215e-05,0.00607936512674064
"ENSG00000234694.1",-0.105850663041871,-4.2941153829606,2.39604299600922e-05,0.00607936512674064
"ENSG00000243955.6",1.00004120323895,4.28527158543337,2.37960307535918e-05,0.00607936512674064
"ENSG00000185904.12",0.503706224813768,4.27684768632181,2.50693573667923e-05,0.00609338491077484
"ENSG00000204334.7",0.25530464227539,4.27615561305733,2.49277327033008e-05,0.00609338491077484
"ENSG00000273117.1",-0.166607957140341,-4.28503572104236,2.53220618775977e-05,0.00609338491077484
"ENSG00000099250.18",0.38521806171755,4.26911568889924,2.57882742841026e-05,0.00614159715708303
"ENSG00000100625.9",-0.324972650459978,-4.28497159678799,2.63919789636465e-05,0.00622123577591017
"ENSG00000026025.16",0.38473132949996,4.26171588702775,2.72263899864864e-05,0.00631229536896817
"ENSG00000103089.9",-0.496402492648358,-4.25786108831499,2.73247710876939e-05,0.00631229536896817
"ENSG00000196139.14",0.443617760460631,4.25362694632558,2.81337457487543e-05,0.00643482832219775
"ENSG00000006611.17",0.633781921879177,4.2069998735451,3.56579460757792e-05,0.0065679748595176
"ENSG00000012504.15",0.454145693274719,4.20260594688739,3.55818122897725e-05,0.0065679748595176
"ENSG00000044446.12",0.39292189310054,4.21130692575,3.29324937894156e-05,0.0065679748595176
"ENSG00000092964.18",0.317939002734479,4.22575377292791,3.08115642110837e-05,0.0065679748595176
"ENSG00000103534.17",-0.325486601354227,-4.23737379271993,3.28137041138855e-05,0.0065679748595176
"ENSG00000114999.8",-0.210241094009709,-4.22891508210347,2.997355285689e-05,0.0065679748595176
"ENSG00000119630.14",0.797001524669314,4.20582283576508,3.30482988923982e-05,0.0065679748595176
"ENSG00000119698.12",-0.181330975584898,-4.20250439269744,3.71504213648981e-05,0.0065679748595176
"ENSG00000129925.11",-0.269945753641354,-4.17833170826687,3.72453446429508e-05,0.0065679748595176
"ENSG00000130222.11",-0.455850000552637,-4.19777111159398,3.48110435572491e-05,0.0065679748595176
"ENSG00000139173.10",-0.267333854485583,-4.21575604172648,3.29171964444135e-05,0.0065679748595176
"ENSG00000139194.8",0.625560064550085,4.21028047006946,3.34477246455806e-05,0.0065679748595176
"ENSG00000142748.13",0.552700647390269,4.18930013493714,3.54583010996715e-05,0.0065679748595176
"ENSG00000147202.18",0.335823232993611,4.18143923275965,3.70301647094611e-05,0.0065679748595176
"ENSG00000151617.17",0.477829891063068,4.18950759499884,3.54331764543967e-05,0.0065679748595176
"ENSG00000164330.17",0.457133510825375,4.19843489731218,3.43876676942969e-05,0.0065679748595176
"ENSG00000168273.8",-0.258925217158409,-4.21027043030128,3.30654292932991e-05,0.0065679748595176
"ENSG00000171388.12",0.550211934387182,4.23818015158436,2.95691202362286e-05,0.0065679748595176
"ENSG00000176171.11",0.37648409972195,4.1970775019721,3.44574818972371e-05,0.0065679748595176
"ENSG00000178741.12",-0.273184537097985,-4.18860758239483,3.64958803514886e-05,0.0065679748595176
"ENSG00000185585.20",0.586714057713261,4.23402710384626,2.97052039270769e-05,0.0065679748595176
"ENSG00000187068.3",0.427370674764617,4.19959165370063,3.42866373876844e-05,0.0065679748595176
"ENSG00000213062.5",-0.293305064875336,-4.19551112885047,3.54861267274823e-05,0.0065679748595176
"ENSG00000231881.2",0.890612755749422,4.18980043756104,3.5341734563201e-05,0.0065679748595176
"ENSG00000253304.2",0.393345074307366,4.21299187825108,3.25900247328236e-05,0.0065679748595176
"ENSG00000254858.10",-0.256255244811555,-4.22148579370973,3.10533756525655e-05,0.0065679748595176
"ENSG00000258813.2",-0.0550626078449466,-4.19151775406975,3.66063614761934e-05,0.0065679748595176
"ENSG00000267750.6",-0.232888477130633,-4.24399384229368,3.26732726905138e-05,0.0065679748595176
"ENSG00000269985.1",0.395751416180867,4.18129752446006,3.67113851113192e-05,0.0065679748595176
"ENSG00000273391.1",-0.100117114827941,-4.23871763235491,3.04115089997921e-05,0.0065679748595176
"ENSG00000069535.14",0.532456037001078,4.19591902596313,3.77108621339334e-05,0.00658631805465843
"ENSG00000197721.17",-0.279279201627707,-4.20109452772274,3.79195836227684e-05,0.00658631805465843
"ENSG00000213853.10",0.345134937234421,4.16851673317026,3.91467426759731e-05,0.00669873261153818
"ENSG00000237248.5",0.207944704668024,4.16702574977194,3.89363840353927e-05,0.00669873261153818
"ENSG00000119950.21",0.316226625698206,4.15792714456875,4.07844427684368e-05,0.00686246722593046
"ENSG00000126460.11",-0.312579536469172,-4.16509150048997,4.0994782787689e-05,0.00686246722593046
"ENSG00000176692.8",0.521608091678387,4.15571083294142,4.08095769294121e-05,0.00686246722593046
"ENSG00000158089.15",0.50731263723119,4.16710958025303,4.22110335877161e-05,0.00696512204935593
"ENSG00000205129.8",0.372017328740004,4.15177971663595,4.19324775685941e-05,0.00696512204935593
"ENSG00000016402.13",-0.243361837845108,-4.17515908396739,4.2930701813997e-05,0.00702247521693546
"ENSG00000123360.12",0.361449798540841,4.14114336528054,4.34058425511659e-05,0.00702247521693546
"ENSG00000166619.15",-0.174014128202766,-4.14128591736932,4.34705837851942e-05,0.00702247521693546
"ENSG00000285928.1",0.211997901660699,4.13533275346935,4.43830872822856e-05,0.00712009513408389
"ENSG00000071575.11",0.415054918598799,4.12603892879017,4.6378077426694e-05,0.00729819369282687
"ENSG00000178401.16",0.439696289406798,4.13665691799522,4.62734668778573e-05,0.00729819369282687
"ENSG00000280099.1",0.271464258668619,4.12487095574161,4.6441040337888e-05,0.00729819369282687
"ENSG00000147697.9",-0.213179529954885,-4.14592383633435,4.83042857349323e-05,0.00753971151866669
"ENSG00000228262.10",0.612223167718159,4.12199595798642,4.89862989315886e-05,0.00754421661079085
"ENSG00000237686.7",0.423561962159333,4.11461031770179,4.87504806350584e-05,0.00754421661079085
"ENSG00000213533.13",-0.0891154418786885,-4.10910547110228,4.96192998302593e-05,0.0075910956647604
"ENSG00000260806.1",-0.113910567414942,-4.12026828141607,4.99921000731944e-05,0.0075978125249399
"ENSG00000120324.9",0.337863500765538,4.10388767198005,5.06054957489831e-05,0.0076407683483481
"ENSG00000065485.20",0.374733036032272,4.10164770341014,5.15554706811953e-05,0.00768376082713737
"ENSG00000166073.11",0.379604954708201,4.10194677050688,5.15411301577889e-05,0.00768376082713737
"ENSG00000108381.11",0.605888413217285,4.10023140232632,5.20350013910474e-05,0.0076912058943267
"ENSG00000130528.12",0.435124155749191,4.09493180521383,5.24650578182749e-05,0.0076912058943267
"ENSG00000144659.13",-0.178636627079157,-4.09836047935081,5.26042392668551e-05,0.0076912058943267
"ENSG00000147573.17",0.536540938494637,4.0920970153429,5.36541866056492e-05,0.0076985426383671
"ENSG00000153292.16",-0.635032216826488,-4.1001473335924,5.31230902347522e-05,0.0076985426383671
"ENSG00000272979.1",0.129425000617267,4.08983435255119,5.35438678985426e-05,0.0076985426383671
"ENSG00000128606.13",0.411590479397648,4.0868239501849,5.4526970957808e-05,0.00777547874133533
"ENSG00000148346.12",-0.569476942583561,-4.09905026708658,5.59785148831502e-05,0.00793349492218192
"ENSG00000108846.16",0.51339609115572,4.07553786207602,5.93270578847376e-05,0.00825616482570688
"ENSG00000177181.15",0.529649082456778,4.06806931652186,5.93754997435744e-05,0.00825616482570688
"ENSG00000180745.5",0.604769158344035,4.0719468813169,5.96848416039587e-05,0.00825616482570688
"ENSG00000269043.2",0.260614877471341,4.06452292048916,5.94804470405358e-05,0.00825616482570688
"ENSG00000081189.16",0.377883206257216,4.05042389231965,6.31598728890991e-05,0.00828736089207961
"ENSG00000086205.18",0.521803701241583,4.04932966637684,6.34978086618801e-05,0.00828736089207961
"ENSG00000104413.18",-0.572942139160453,-4.05571466825016,6.32186115191451e-05,0.00828736089207961
"ENSG00000135333.14",0.725489522890872,4.05411168130197,6.27994708715528e-05,0.00828736089207961
"ENSG00000140459.18",-0.391851662208709,-4.06230654226102,6.26352341607155e-05,0.00828736089207961
"ENSG00000171234.14",0.621794413786002,4.06515197665518,6.15198935410076e-05,0.00828736089207961
"ENSG00000184661.14",0.522650807130981,4.05858557202446,6.16768236172789e-05,0.00828736089207961
"ENSG00000196975.16",0.355151899420639,4.06100996192445,6.09039979719056e-05,0.00828736089207961
"ENSG00000269113.4",0.467808720641241,4.06600571422249,6.19225758890722e-05,0.00828736089207961
"ENSG00000284691.1",-0.295343191010786,-4.0607700772586,6.06143878508151e-05,0.00828736089207961
"ENSG00000038532.16",-0.196130900772128,-4.04071857496676,6.57422773049962e-05,0.00829897457935911
"ENSG00000135218.19",0.627246865835939,4.04197641411161,6.54291689325294e-05,0.00829897457935911
"ENSG00000177464.5",0.464784630345802,4.04801417530008,6.44802569493068e-05,0.00829897457935911
"ENSG00000187513.9",0.485071767784632,4.04406058571421,6.47077747152788e-05,0.00829897457935911
"ENSG00000255062.1",0.11717752417652,4.04511469578207,6.43946675502998e-05,0.00829897457935911
"ENSG00000256694.1",0.358323879383209,4.0409359566584,6.54463000831577e-05,0.00829897457935911
"ENSG00000115112.8",-0.801537651404566,-4.03425266170845,6.79229607842971e-05,0.00843716125722867
"ENSG00000125166.13",-0.225224124794077,-4.03548196309206,6.79326433420429e-05,0.00843716125722867
"ENSG00000147614.4",-0.696697121046434,-4.05315074633435,6.72917854718243e-05,0.00843716125722867
"ENSG00000231107.2",0.448325439332185,4.02982420282511,6.84469020303018e-05,0.0084555715711337
"ENSG00000014914.21",0.430985321832051,4.03211515983124,6.88765456161225e-05,0.00845849765174135
"ENSG00000172115.9",-0.311312455199445,-4.0311989668379,6.92028940816032e-05,0.00845849765174135
"ENSG00000198732.11",-0.633470754701251,-4.0318193715188,7.07421020708856e-05,0.00855636507469981
"ENSG00000224568.2",0.423788917951977,4.02041300385244,7.11147610208373e-05,0.00855636507469981
"ENSG00000231013.2",0.60471054921506,4.02053630857554,7.10900777126722e-05,0.00855636507469981
"ENSG00000163001.12",0.248397385224902,4.0151117765435,7.3302191803332e-05,0.00872862851983903
"ENSG00000273032.3",0.536022799937102,4.0199256782767,7.32630970833178e-05,0.00872862851983903
"ENSG00000065457.10",-0.199578331303448,-4.00878232970957,7.45360483705169e-05,0.00877059911238202
"ENSG00000107611.16",0.888856887516967,4.01431736721896,7.42682041323736e-05,0.00877059911238202
"ENSG00000186314.11",0.30523792487395,4.00971365336676,7.47936463849728e-05,0.00877059911238202
"ENSG00000146267.12",-0.401592190705837,-4.01425098985398,7.60819325346639e-05,0.00887660971456197
"ENSG00000147485.13",0.518884477691385,4.00227878387077,7.65254412505227e-05,0.00888348853431319
"ENSG00000109794.13",0.364828827840816,4.00183925631657,7.8819300965826e-05,0.00896948114094358
"ENSG00000146856.14",0.355994630518067,3.99689746198903,7.83243863080081e-05,0.00896948114094358
"ENSG00000157954.15",-0.17377757947343,-3.99778739062639,7.85409649105305e-05,0.00896948114094358
"ENSG00000259033.2",-0.0951547696855817,-4.00684402596267,7.77757533842343e-05,0.00896948114094358
"ENSG00000115756.13",0.402664580113977,3.99233204723665,8.03102145385451e-05,0.00909434444144574
"ENSG00000134077.16",-0.171193113270557,-3.98811136756868,8.17260609143928e-05,0.00917061403505693
"ENSG00000157240.4",0.405641159529469,3.99508015269089,8.17776932263421e-05,0.00917061403505693
"ENSG00000100505.13",0.460909755888933,3.98854901148372,8.21764513204321e-05,0.00917081256982272
"ENSG00000153086.14",0.593511686771795,3.98347420750679,8.33626342439334e-05,0.00921753139057764
"ENSG00000176845.13",-0.388610876395505,-3.97988635519604,8.37921125501625e-05,0.00921753139057764
"ENSG00000177191.2",-0.262304418850162,-3.98820374716975,8.35903421323535e-05,0.00921753139057764
"ENSG00000156011.17",-0.428854460307504,-3.97772999669166,8.49654438038913e-05,0.00930230671712651
"ENSG00000174807.4",0.502358093576356,3.97161766062031,8.69546535102005e-05,0.00943070164666264
"ENSG00000214269.3",-0.0919514785863971,-3.98311618355719,8.68289907241694e-05,0.00943070164666264
"ENSG00000112715.25",0.551684894763685,3.96051105213188,9.16849983972048e-05,0.00967563854300872
"ENSG00000115616.3",-0.46937888427687,-3.96624867984477,9.17624039278142e-05,0.00967563854300872
"ENSG00000169783.13",0.456071549567887,3.95533746426934,9.25637902257447e-05,0.00967563854300872
"ENSG00000175906.5",-0.443431754330089,-3.96466241916766,9.1057338515473e-05,0.00967563854300872
"ENSG00000198796.7",0.62280444437641,3.9723688835619,9.00237102277977e-05,0.00967563854300872
"ENSG00000229457.1",0.499516420826906,3.96030341050751,9.0709901471776e-05,0.00967563854300872
"ENSG00000261342.1",-0.0849227431336799,-3.96611160735298,9.2543129903966e-05,0.00967563854300872
"ENSG00000271601.4",0.222514280858952,3.96467016090043,9.01633394931296e-05,0.00967563854300872
"ENSG00000082684.16",0.610240675454688,3.9537458847824,9.58370876870689e-05,0.00992794871147524
"ENSG00000137976.7",-0.187041769492315,-3.95081326310283,9.5548165779332e-05,0.00992794871147524
"ENSG00000134716.11",0.877930233929019,3.94672236809736,9.69203708893337e-05,0.00995092216850888
"ENSG00000232079.7",0.456084936425547,3.94897702505797,9.67054452443914e-05,0.00995092216850888
"ENSG00000168297.16",-0.311493963076847,-3.9467969152067,9.95010928411304e-05,0.0101258799371055
"ENSG00000185818.8",-0.41370549279223,-3.94887870328275,9.93271239524592e-05,0.0101258799371055
"ENSG00000171227.7",0.452005827201805,3.94003561981327,0.000100465917540748,0.0101792243908282
"ENSG00000056972.20",0.270843680180002,3.93530700526395,0.000102364296940557,0.0103108789744326
"ENSG00000162426.16",0.285758962886388,3.92932502875211,0.000102765318231291,0.0103108789744326
"ENSG00000174599.5",0.281740764512996,3.92797489462739,0.000103104326353574,0.0103108789744326
"ENSG00000119682.17",-0.201487270776185,-3.92666601640613,0.000103734894190796,0.0103292232357826
"ENSG00000221916.4",-0.0784224245207336,-3.9322173653005,0.000104440151822044,0.0103548152242104
"ENSG00000171815.6",-0.158572550112938,-3.92990144181675,0.000106544253212415,0.0105182854421367
"ENSG00000102678.7",-0.463007263131458,-3.93569861710915,0.000108541973041556,0.0106246954204788
"ENSG00000173914.12",0.163316932571497,3.91559153972725,0.000108311956536339,0.0106246954204788
"ENSG00000150556.17",-0.359802707948996,-3.93955313642494,0.000109135777972276,0.0106377451769517
"ENSG00000117479.15",-0.406035605435283,-3.91098722993838,0.000111076265535103,0.0107813983618757
"ENSG00000182621.18",0.47764075898591,3.90880873778946,0.000111782875817474,0.0108045866705417
"ENSG00000140939.14",0.397685793531565,3.90214905732277,0.000114809167182854,0.0110508607128796
"ENSG00000260807.7",-0.397609453594192,-3.91004715457441,0.000115393014068949,0.0110609710290738
"ENSG00000180785.10",0.412941243938558,3.89552253370326,0.00011746218012648,0.0112127843929827
"ENSG00000261175.6",0.475932391214499,3.89706897608567,0.000119182918143282,0.0113302246585512
"ENSG00000164045.12",-0.204593694398743,-3.89127362709389,0.000121036623245721,0.011459291121309
"ENSG00000164116.17",0.405171656111905,3.88346107662515,0.000124039681971125,0.0116956762988366
"ENSG00000074800.16",0.299848754813883,3.87070533217444,0.000129456315887349,0.0120587514246518
"ENSG00000169760.17",0.495768245734553,3.87694101873741,0.000129137874196893,0.0120587514246518
"ENSG00000183036.11",-0.458854092822603,-3.88667374202344,0.00012869798455219,0.0120587514246518
"ENSG00000113739.10",0.537823709551099,3.87361275283903,0.000130310028602449,0.0120895259869284
"ENSG00000250334.6",0.307582624685442,3.86470361370769,0.000132418323389348,0.0122359827544693
"ENSG00000114268.12",0.375584822093434,3.86516620250824,0.000133477182309866,0.0122846868069331
"ENSG00000108179.14",-0.329526586116654,-3.86106694217542,0.000134362527067778,0.0123170981658442
"ENSG00000099994.11",0.463131134374474,3.85613660130948,0.000136947001801207,0.0125043979786944
"ENSG00000113805.8",-0.482862083354529,-3.86136113281458,0.000138397515436419,0.0125301943631185
"ENSG00000152270.9",-0.403198918286118,-3.85505060718885,0.000139857726806263,0.0125301943631185
"ENSG00000164221.13",0.215365804084088,3.85238050585945,0.000138981512541679,0.0125301943631185
"ENSG00000165272.16",0.483680553780728,3.85089237394423,0.000139941567277805,0.0125301943631185
"ENSG00000174453.10",0.0754313879752025,3.85612665806743,0.000138333856376571,0.0125301943631185
"ENSG00000196376.11",0.34794981764887,3.84700968058993,0.000141978620608079,0.0126635062342364
"ENSG00000170558.10",0.524396904295591,3.85443211364123,0.00014324822694139,0.0127276049637425
"ENSG00000076706.17",0.402235892077238,3.84369901016463,0.000145578831861938,0.0127649491439666
"ENSG00000113721.14",0.470391875546999,3.84216648405521,0.00014543168501889,0.0127649491439666
"ENSG00000137309.20",-0.410634485398431,-3.84113104904928,0.000145519067498283,0.0127649491439666
"ENSG00000180525.13",0.388195255882088,3.84018343220235,0.000145878817973559,0.0127649491439666
"ENSG00000237836.6",0.182682236337853,3.83802140924272,0.000147049241905891,0.0128188095745962
"ENSG00000165416.15",0.159384652746223,3.83377475347213,0.000149725191377639,0.012989126193867
"ENSG00000184500.16",0.402901966188024,3.83527152836308,0.000150127556978594,0.012989126193867
"ENSG00000106025.9",0.444454128644073,3.8312096781325,0.000152768594742143,0.0131683108475308
"ENSG00000179071.5",0.247462866018529,3.82501359556963,0.000154785710321976,0.0132925825061262
"ENSG00000182963.11",0.453218057103985,3.81800751295963,0.000159922314231394,0.0136828347446645
"ENSG00000075914.13",-0.216626651641498,-3.82317475061544,0.000161204409214598,0.0136846444055139
"ENSG00000185745.10",0.343862487519411,3.81581678786507,0.000161108737883938,0.0136846444055139
"ENSG00000187486.5",-0.345532491556136,-3.82410431455021,0.000161720614809111,0.0136846444055139
"ENSG00000121851.13",0.17138220790482,3.811033957876,0.000163308097845723,0.0137685414902702
"ENSG00000140718.21",0.263570982547081,3.81004878321785,0.000164325091017115,0.0138039051912232
"ENSG00000167748.11",-0.600432825371405,-3.83687093910723,0.000165355455597374,0.0138401318107063
"ENSG00000117614.10",0.164622894903251,3.80457379650501,0.000167540196524057,0.0139723685195027
"ENSG00000001626.16",-0.561658932992939,-3.82041854661401,0.000168274570114889,0.0139760851540287
"ENSG00000204564.12",-0.220444241256552,-3.8025392397859,0.000168794760312282,0.0139760851540287
"ENSG00000103121.9",-0.203915792413448,-3.79935227908319,0.000171139934479174,0.0140697897088266
"ENSG00000116285.13",0.562839272364218,3.79896724864686,0.000171144578510899,0.0140697897088266
"ENSG00000101384.12",0.335749650205618,3.79945547219283,0.000172443132663717,0.0140763562108287
"ENSG00000137941.17",0.39634946921496,3.79887925349547,0.000172171243487015,0.0140763562108287
"ENSG00000158201.10",-0.266691980354159,-3.8026678928912,0.00017406749321019,0.0141589195797486
"ENSG00000214575.9",-0.376506486015763,-3.79953552694359,0.000175714248043546,0.0142427187510665
"ENSG00000114383.10",-0.171680761237753,-3.7921072907748,0.000177911626640928,0.0143473358093694
"ENSG00000152256.14",0.312297514276736,3.7905364764159,0.000178247061914593,0.0143473358093694
"ENSG00000104765.16",0.286772572045136,3.79043565471739,0.000178923964905056,0.0143518142821934
"ENSG00000131080.15",0.306098649702179,3.7857484475075,0.00018078737044163,0.0144511039604571
