"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000132563.16",98.1427894788641,2.64773292701416,0.165896042986449,15.9601933798411,2.41980491184885e-57,7.55404233359732e-55
"ENSG00000115590.14",855.890457678112,2.84738759239836,0.178832256408969,15.9221141061192,4.45080411330818e-57,1.37090701095376e-54
"ENSG00000110881.12",114.865135505288,2.64087135040231,0.166212256561128,15.8885476019698,7.60697176137565e-57,2.31221914025709e-54
"ENSG00000100739.11",46.5084260265933,2.86751722071737,0.180598998099051,15.8778135587699,9.02705760537642e-57,2.69337385034517e-54
"ENSG00000183578.8",340.551125567871,2.66069094768985,0.167577780485506,15.8773492522774,9.09411542041138e-57,2.69337385034517e-54
"ENSG00000178882.15",197.865581666953,3.11644147024823,0.196763641948004,15.8385026796351,1.68792351686664e-56,4.9357874890046e-54
"ENSG00000137673.9",7681.49063844488,3.01822104918553,0.190856301122767,15.8141021880335,2.48730138417993e-56,7.18239365949258e-54
"ENSG00000062038.14",276.055677567664,2.91454793228062,0.184350050279756,15.809856996826,2.66070091915562e-56,7.58825332511285e-54
"ENSG00000186510.12",194.373202060107,3.52100277967555,0.222814868943105,15.8023690087515,2.99641207671703e-56,8.44147748588293e-54
"ENSG00000128591.16",1271.82176348619,2.53086085374537,0.160194412067924,15.7986837435519,3.17680550349372e-56,8.84185348629017e-54
"ENSG00000095587.9",44.9307593699759,2.12347725554727,0.134506223061685,15.7872045412608,3.81098495954765e-56,1.04806623274417e-53
"ENSG00000144481.17",55.2182823893955,2.91536365055938,0.185753795894695,15.6947729467242,1.64229203992307e-55,4.46336334285445e-53
"ENSG00000095203.14",139.772751170111,3.15644012422295,0.201158110423982,15.6913391042007,1.73359520522004e-55,4.65671893439397e-53
"ENSG00000132693.12",123.165748851796,4.32576541937819,0.275772121588648,15.6860142151376,1.88527665062643e-55,5.00595125357715e-53
"ENSG00000127561.15",85.0011505765799,2.9357216548986,0.187489331330178,15.6580730971228,2.92629649661025e-55,7.68186083729471e-53
"ENSG00000170044.8",46.8502460051479,3.92602130828246,0.250917691305711,15.6466500542567,3.50173718402875e-55,9.08917198744362e-53
"ENSG00000254290.1",34.660310212332,3.72032527504375,0.238254666788671,15.6149104031764,5.76260131165108e-55,1.47913169889391e-52
"ENSG00000170382.12",381.930749479104,2.68988965651906,0.172919974663135,15.555690785632,1.45576056632283e-54,3.69555218050811e-52
"ENSG00000137843.12",84.7215236176169,2.48973406203585,0.160364184184822,15.5254995040938,2.33181269417054e-54,5.85513098348193e-52
"ENSG00000163814.8",2438.0104583209,2.28408970843092,0.147272818709575,15.509241477446,3.00406680436885e-54,7.46203733846503e-52
"ENSG00000101443.18",4173.31833868474,2.70580105385646,0.174481680616185,15.5076512577188,3.07938688221025e-54,7.56775706020627e-52
"ENSG00000137825.11",156.691881324684,2.77161230297244,0.179715942890079,15.422183799618,1.16110702787813e-53,2.82344562642238e-51
"ENSG00000188910.8",36.811803303976,3.41750563637739,0.222500151985123,15.3595654020313,3.05616446629458e-53,7.35421409748658e-51
"ENSG00000211973.2",199.421789142452,3.88910586260967,0.253219619862282,15.3586276795014,3.10068732446487e-53,7.38443070953225e-51
"ENSG00000263528.8",549.646741601539,1.26526007675993,0.0823935155303368,15.3563064837799,3.21369504813701e-53,7.57546625581765e-51
"ENSG00000172548.14",38.0832339839105,3.39287523848205,0.220968734664556,15.3545488850839,3.30198423234619e-53,7.70496340923529e-51
"ENSG00000185950.9",2504.05566066702,1.75252276107431,0.11416435148535,15.3508756303775,3.49437754877898e-53,8.07236157543432e-51
"ENSG00000034053.14",237.399009020875,1.97201207783588,0.128684840503703,15.3243542138837,5.25744576358163e-53,1.20249757014356e-50
"ENSG00000149043.16",39.4230378136756,4.18171442776618,0.273013830854977,15.3168592765818,5.90002992846533e-53,1.33624109193606e-50
"ENSG00000151136.15",371.374972252145,2.49656134307349,0.163149506251888,15.3022917471722,7.38110749332803e-53,1.65544625440166e-50
"ENSG00000171385.10",461.493619767716,2.6445364873018,0.17293444750742,15.2921325127449,8.62780582485593e-53,1.91645136884612e-50
"ENSG00000196878.15",2126.12612380007,2.5359448351116,0.165841302241871,15.2913948505606,8.72609720198918e-53,1.91982449012526e-50
"ENSG00000267750.6",27.7139400366035,3.13692771914407,0.205301367849896,15.2796240570477,1.04542061191256e-52,2.27832656186718e-50
"ENSG00000108179.14",3443.59555200125,1.23806717816684,0.0811077617205345,15.2644722515304,1.31890547016761e-52,2.84747993143382e-50
"ENSG00000174564.13",1325.27680580922,3.32655689137707,0.21823171237001,15.2432332370509,1.82605819994856e-52,3.90590467379738e-50
"ENSG00000154277.13",1302.71478187202,2.84027790445287,0.186467618683797,15.2320168214797,2.16799132238527e-52,4.59474931545156e-50
"ENSG00000120708.17",97160.8597157468,2.73742306478162,0.17974254979688,15.2296886178319,2.24658925292424e-52,4.71804166652753e-50
"ENSG00000106683.15",2259.79307445085,1.1121418904712,0.0733269664508214,15.166888039983,5.85895657514299e-52,1.21934915173314e-49
"ENSG00000119547.6",80.0245410246886,3.24657632115577,0.21477348150806,15.1162811086337,1.26486990908894e-51,2.60890712230925e-49
"ENSG00000169071.15",471.384874286146,2.70342762564465,0.17935782492183,15.0728167383993,2.44464294948915e-51,4.99767228107512e-49
"ENSG00000132386.11",3537.53222642569,1.99541073553997,0.132675611526099,15.0397704038278,4.02945163657802e-51,8.16529493478849e-49
"ENSG00000148848.14",886.018245034757,2.28696434216677,0.152071494757372,15.0387444130512,4.09238555896307e-51,8.22071293892226e-49
"ENSG00000175928.6",42.0503961899157,2.844064194492,0.189278390789054,15.0258261528736,4.97373448468522e-51,9.90502071816494e-49
"ENSG00000158022.7",108.338563910167,3.77575299665163,0.251413475931226,15.0181010889189,5.5885864519614e-51,1.10343534723727e-48
"ENSG00000140519.14",296.841659855008,4.68934964944882,0.312650342579027,14.9987030583967,7.48679704302125e-51,1.46569913975283e-48
"ENSG00000151224.13",208.221271668643,3.97128173860482,0.265380418473243,14.9644866846317,1.25286861541166e-50,2.43214436005249e-48
"ENSG00000141750.7",1262.16249138472,4.4239854229092,0.295815470047808,14.9552199626146,1.44005115891517e-50,2.77221848517494e-48
"ENSG00000088882.8",487.715349371878,2.71691047357082,0.181930136256002,14.9338121186681,1.98581308691379e-50,3.79126182816491e-48
"ENSG00000253177.2",216.162761908734,-1.95446577724224,0.130953308613395,-14.9249056624623,2.26956336629346e-50,4.2974740430119e-48
"ENSG00000170476.16",701.596225219157,3.14346327451101,0.210692249801604,14.9196910539947,2.45406979460745e-50,4.60906230286397e-48
"ENSG00000128294.16",2119.7050109944,1.28578922888611,0.0864679661642966,14.8701222651982,5.15191674270613e-50,9.59793779623019e-48
"ENSG00000275216.2",60.0526720651033,5.14251268160582,0.346498557556649,14.8413682234884,7.91254869539588e-50,1.46230229929872e-47
"ENSG00000232352.1",17.9306314039108,2.77484875276078,0.187290837707016,14.8157207620671,1.15938951570302e-49,2.12563946049646e-47
"ENSG00000041353.10",278.003784573285,2.18657403874411,0.147814325218979,14.7927072393343,1.63253064717871e-49,2.969534683502e-47
"ENSG00000056998.20",120.001019441999,3.04609698311494,0.205934524878767,14.7915799204051,1.66010748133717e-49,2.99610491612264e-47
"ENSG00000124249.7",80.060903601144,3.38198941060968,0.22887874899587,14.7763364901593,2.08186148202453e-49,3.728145898934e-47
"ENSG00000137203.15",184.818227665668,2.91118439398797,0.198255905806398,14.6839731313266,8.16619343693873e-49,1.45113257374401e-46
"ENSG00000111319.13",3155.86439453664,2.93020098535394,0.199571262301067,14.6824795893385,8.34809768651412e-49,1.47213285997071e-46
"ENSG00000159450.12",89.406608695677,2.40703330387125,0.163986387071389,14.6782507186001,8.88532027191475e-49,1.55499836061744e-46
"ENSG00000120149.9",45.6113906864965,2.34960090740627,0.160104809289449,14.6753924372034,9.26778097407232e-49,1.60973690437627e-46
"ENSG00000116260.17",12639.820897687,1.25654759016529,0.0856752482212175,14.6664015133149,1.05809600681285e-48,1.82411013831221e-46
"ENSG00000182326.15",24197.5461127811,1.89471045433367,0.129281771556036,14.6556659266726,1.23935547187514e-48,2.12076672265093e-46
"ENSG00000115295.20",935.804059062533,1.49039664971081,0.101811877397304,14.6387306452938,1.59009150621901e-48,2.70093410920334e-46
"ENSG00000065325.13",97.2572561520796,3.48909601434903,0.238365838898959,14.6375673228412,1.61752822977513e-48,2.72748318511206e-46
"ENSG00000234362.6",25.7139880609401,3.11578010744027,0.212936717444901,14.6324229321629,1.74461802907374e-48,2.92046529635018e-46
"ENSG00000214128.11",432.316745750888,4.69647876879235,0.320985254496594,14.631447092976,1.76982405238901e-48,2.94134571469342e-46
"ENSG00000182782.8",62.8177560131125,2.81284434240367,0.192452990510439,14.6157476428047,2.22894043368848e-48,3.67791092561698e-46
"ENSG00000102359.8",627.498572338402,2.46059803105749,0.168523234612824,14.6009423371835,2.76990089789692e-48,4.53811919449054e-46
"ENSG00000187672.14",30.8737693202696,2.28485580070662,0.156594118026768,14.5909426835307,3.20734895435517e-48,5.21781466158864e-46
"ENSG00000159403.18",18394.2632378457,1.83546148548695,0.126216386728417,14.5421805604082,6.54733373362909e-48,1.0576920040599e-45
"ENSG00000182132.14",77.336483484219,3.14622951079725,0.216496609457004,14.5324655138403,7.54549560599291e-48,1.2104756527364e-45
"ENSG00000211896.7",105402.445133065,3.49394588710357,0.240501904977769,14.52772645367,8.08598981536911e-48,1.28823759120581e-45
"ENSG00000171812.13",534.91907469068,1.70679488787521,0.117494943219672,14.5265391097227,8.2273386523119e-48,1.30177911100724e-45
"ENSG00000149418.11",4156.11149097377,1.94468776147515,0.134042344369392,14.5080106635259,1.0780183706635e-47,1.69410220276854e-45
"ENSG00000134115.13",74.8188152767624,3.18110545311855,0.219777230379826,14.4742266868176,1.76297336342183e-47,2.75178700462214e-45
"ENSG00000125869.10",81.372098030733,2.68331597130582,0.185646839529079,14.4538736997218,2.36974516339207e-47,3.67405926305505e-45
"ENSG00000198732.11",263.023977835513,3.25631154592146,0.225401234749444,14.4467333976284,2.62860019945383e-47,4.04821954717219e-45
"ENSG00000165996.14",105.665813315416,1.65417156392595,0.114776624502941,14.4120945452927,4.34335829599668e-47,6.64476291363042e-45
"ENSG00000163331.12",44.6150959274916,3.92151733213846,0.272544674806505,14.3885303755157,6.10800501473483e-47,9.2829620950914e-45
"ENSG00000183570.16",134.904750675189,2.96321750931487,0.205958285260369,14.3874644594599,6.20285698834328e-47,9.36550322141949e-45
"ENSG00000211670.2",187.362798031456,3.33296636542958,0.231683332149124,14.3858702933549,6.3474584633815e-47,9.52159986769974e-45
"ENSG00000171345.13",11290.0133504362,3.18524256927848,0.221631470857623,14.3717972765911,7.77860911027826e-47,1.15931386488089e-44
"ENSG00000106031.9",126.38189279181,2.77145455462856,0.192904459824314,14.3669801991755,8.33887289943596e-47,1.23484809519148e-44
"ENSG00000253553.7",101.136113724594,4.13441229481478,0.287927312944706,14.3592223069465,9.32678592817857e-47,1.37234446959779e-44
"ENSG00000198910.14",618.937974848404,2.99864492241134,0.208966393836558,14.349890752083,1.06705190906604e-46,1.56012443995789e-44
"ENSG00000163735.7",549.21528383928,3.75457204300545,0.261691631932971,14.3473141088712,1.10743742555317e-46,1.60898817406941e-44
"ENSG00000105369.10",444.109158287513,2.7668424651755,0.192895537791528,14.3437349399226,1.16607208216242e-46,1.68358944812713e-44
"ENSG00000258793.1",13.5840228210851,3.30828216778753,0.230733728824615,14.3380951915453,1.26479440937976e-46,1.81478358081254e-44
"ENSG00000174370.11",166.485408811618,1.27335048842823,0.0888821437271871,14.3262801169223,1.49939544313084e-46,2.13811939084972e-44
"ENSG00000261786.1",41.5434493308503,3.69458255871648,0.258130517582433,14.3128468238422,1.81911488340732e-46,2.57812103813452e-44
"ENSG00000173702.7",296.724704488121,3.01701790304102,0.210910066159419,14.304760118754,2.04341186624905e-46,2.87834497086703e-44
"ENSG00000101144.13",73.181131353771,3.83686341880226,0.268824664947358,14.2727357980846,3.23629168479888e-46,4.53100449760842e-44
"ENSG00000105929.16",479.155333895384,4.54415640373757,0.318429477428011,14.2705268382852,3.34045454279937e-46,4.64866508392821e-44
"ENSG00000180340.7",280.821360988626,1.49553349886987,0.104888127560199,14.2583677834417,3.97646529820154e-46,5.5006182547158e-44
"ENSG00000117069.15",36.2204048934162,3.12113030641425,0.218972431520346,14.2535308428734,4.26176980557647e-46,5.86018715944179e-44
"ENSG00000232021.7",29.6658478124946,2.60641335723491,0.182886336239483,14.2515477691122,4.38454632130204e-46,5.99333754842594e-44
"ENSG00000035720.8",91.9560810681166,2.69682895063613,0.189533752403319,14.2287530133282,6.07554827462966e-46,8.25595533483646e-44
"ENSG00000123689.6",1835.71935985425,2.13610673243075,0.150187970515861,14.2228883251682,6.60687330962464e-46,8.92546083775666e-44
"ENSG00000171877.21",29.9670498603907,2.7662779216016,0.194526910538086,14.2205410755238,6.83226255705279e-46,9.17628472851607e-44
"ENSG00000123838.11",49.057271039491,3.72323146904258,0.261880838123288,14.2172733817575,7.15882967859466e-46,9.5593135494344e-44
"ENSG00000249738.10",18.2032081931101,2.87271148999634,0.202508155219404,14.1856582856328,1.12405959162385e-45,1.49235061069555e-43
"ENSG00000124116.19",59.7439326293288,2.07677137671953,0.146468562750727,14.1789564785581,1.23671889036007e-45,1.63253960492617e-43
"ENSG00000072210.19",9708.94652555898,-0.998149332682509,0.0704414897215656,-14.1699066363857,1.40687431310971e-45,1.84660247199702e-43
"ENSG00000211897.9",13047.9119940729,3.20712046123191,0.226559798281745,14.1557349783813,1.72128651359648e-45,2.24652201980747e-43
"ENSG00000103569.10",719.462489589512,2.64172375574974,0.186652036938102,14.1532007851904,1.78446639923702e-45,2.31589653307721e-43
"ENSG00000071909.19",142.857766892056,2.74869472066382,0.194362566041131,14.1420993592055,2.08956426027663e-45,2.68172355425836e-43
"ENSG00000105767.3",743.306470563627,1.92519396113343,0.13612944081561,14.1423776487935,2.08131609736708e-45,2.68172355425836e-43
"ENSG00000151917.18",115.057635769192,1.86808726369571,0.132138369474908,14.1373567050896,2.23523760805932e-45,2.83715516394387e-43
"ENSG00000165164.14",76.4273964665825,3.29767260171873,0.233257199429148,14.1374954761917,2.23083498590822e-45,2.83715516394387e-43
"ENSG00000138622.4",21.2985650952959,2.40666682897272,0.17046385166532,14.1183412521843,2.92802395151056e-45,3.69619023518281e-43
"ENSG00000007372.24",20.1283830741013,2.94977862238127,0.208962534210223,14.1163038318328,3.01389602974381e-45,3.76346011800604e-43
"ENSG00000164266.11",393.900823776565,3.27667191360563,0.232115164638952,14.1165783748011,3.00218025449313e-45,3.76346011800604e-43
"ENSG00000172159.16",2985.89296181499,-1.24728708529701,0.0884283684173074,-14.1050559636119,3.53508723457028e-45,4.39054033364559e-43
"ENSG00000168938.6",1484.21545678875,0.983020961065694,0.0697225088909273,14.0990474482712,3.84930365536248e-45,4.75522800762186e-43
"ENSG00000144891.18",830.733689184802,-2.06874683821388,0.146843674714102,-14.0880895431256,4.49559542183572e-45,5.52408243828866e-43
"ENSG00000100167.20",124.879541218853,2.1486631892422,0.152665684116573,14.0743036110297,5.4640481716617e-45,6.6785702017755e-43
"ENSG00000055957.11",70.2827187183615,3.49892188974551,0.248810245169427,14.0626118002614,6.44624993293189e-45,7.8376220895084e-43
"ENSG00000128422.17",416.775630758626,2.99885049318139,0.213391302450691,14.0532929821465,7.35336769773387e-45,8.84740349923699e-43
"ENSG00000176845.13",1574.21039268598,1.3300708352732,0.0946423588066537,14.0536526355015,7.31610937746676e-45,8.84740349923699e-43
"ENSG00000110492.15",3156.86993278135,1.98086963676143,0.141011273816023,14.0475976363838,7.96918226709258e-45,9.5386569716117e-43
"ENSG00000029993.15",917.021453338025,1.32826026102373,0.0946325965893721,14.0359697281402,9.39031047867597e-45,1.11817300189636e-42
"ENSG00000187288.12",82.7094177470862,3.8710919318843,0.276091229464303,14.0210608623654,1.15869542042545e-44,1.36566443404328e-42
"ENSG00000286403.1",276.405297740511,3.7346111150663,0.266351701754576,14.0213525592844,1.15394233174946e-44,1.36566443404328e-42
"ENSG00000108684.15",38.6641893380148,2.62328275382806,0.187116654626441,14.0195043517915,1.18438940224725e-44,1.38886190768091e-42
"ENSG00000240204.3",44.8447095839721,1.99420523488431,0.142361119798528,14.0080749414345,1.39125219744146e-44,1.6231978289442e-42
"ENSG00000055118.16",212.234423259096,2.42359364832666,0.173090285907458,14.0019044721113,1.51749017733477e-44,1.76158495410103e-42
"ENSG00000211892.4",3456.93967715162,3.23530834596513,0.231421675283629,13.9801440033651,2.06070639377688e-44,2.38021892013199e-42
"ENSG00000138795.10",837.231870063078,1.86497130007027,0.133419478612864,13.9782535463338,2.11617410721038e-44,2.43212627117746e-42
"ENSG00000270550.1",709.815412737311,3.1158501575053,0.223423374716147,13.9459452774979,3.33006524994905e-44,3.80830877916203e-42
"ENSG00000139044.12",384.38155064996,2.15407486552014,0.15453644980696,13.9389436486403,3.67336766843253e-44,4.18022002504728e-42
"ENSG00000249992.2",100.149179696404,1.93614762201205,0.138955630837034,13.9335672138595,3.9606895703274e-44,4.48509263549673e-42
"ENSG00000163827.13",112.342653511513,2.52614149231887,0.181310453991117,13.9326852738598,4.00991076327674e-44,4.50313670345881e-42
"ENSG00000172264.17",599.4060088821,2.11364936747781,0.151705483420884,13.9325838448028,4.01561041042602e-44,4.50313670345881e-42
"ENSG00000181585.7",66.4209922895851,1.88240588300169,0.135147083170861,13.9285720330481,4.24763057784743e-44,4.74031468496877e-42
"ENSG00000198626.17",240.25421563773,2.45613576355234,0.176468839186642,13.9182406076498,4.90838272540993e-44,5.4513725644084e-42
"ENSG00000104055.16",21.654933557432,3.22510933613517,0.231725239707949,13.9178163768431,4.93759876946525e-44,5.45758225710128e-42
"ENSG00000131037.15",509.091860934612,2.36304589230217,0.170032593932823,13.8976053805059,6.54961584425338e-44,7.20488931514749e-42
"ENSG00000136231.14",148.244106245242,3.02348433597408,0.2176122951004,13.8939039937019,6.89711797286223e-44,7.55120010858248e-42
"ENSG00000117643.14",935.909819516331,1.77869019938946,0.128170642349626,13.8775164638523,8.66961485163017e-44,9.44701757959946e-42
"ENSG00000258947.7",15.6326290967467,2.35398708581763,0.1697144912987,13.8702774748597,9.5905078032235e-44,1.04014235099655e-41
